event_id,event_type,severity,department,employee_id,location,created_at,resolved_at,status,requires_approval
EVT5FE59106,Power Outage,Critical,Quality,EMP21566065,San Diego,2024-07-01 00:00:00,2024-07-04 00:00:00,Resolved,Yes
EVTCFD36200,Compliance Issue,Warning,HR,EMP0D0B6441,New York,2024-05-26 00:00:00,,Pending,No
EVTFD8F54F9,Compliance Issue,Normal,Finance,EMP420936A5,Jacksonville,2024-02-20 00:00:00,,Pending,No
EVT7FFFB64C,Vendor Delay,Critical,Operations,EMP1677BA41,San Jose,2024-03-11 00:00:00,2024-03-13 00:00:00,Resolved,Yes
EVT7DC7D6E2,Purchase Request,Normal,Procurement,EMP09D2E52B,San Jose,2024-03-06 00:00:00,2024-03-17 00:00:00,Resolved,No
EVTF8C5081D,Machine Breakdown,Warning,Manufacturing,EMP0AA94B4B,Los Angeles,2024-10-10 00:00:00,2024-10-15 00:00:00,Resolved,No
EVTF94DE6F0,Employee Injury,Critical,IT,EMPB841C2B9,Jacksonville,2024-03-07 00:00:00,2024-03-10 00:00:00,Resolved,Yes
EVT27DFEDF0,Vendor Delay,Critical,Procurement,EMP134B9D85,San Diego,2024-02-11 00:00:00,2024-02-13 00:00:00,Resolved,No
EVTDE891F56,Inventory Shortage,Normal,HR,EMP068C05A4,New York,2024-09-20 00:00:00,2024-09-29 00:00:00,Resolved,No
EVTB9F74E54,Cyber Alert,Warning,Logistics,EMP43E5C081,Houston,2024-03-17 00:00:00,2024-03-20 00:00:00,Resolved,Yes
EVT0DF0F703,Purchase Request,Normal,Procurement,EMP7F356D1D,Philadelphia,2024-12-12 00:00:00,2024-12-21 00:00:00,Resolved,Yes
EVT485FE264,Customer Escalation,Warning,Quality,EMP5544E103,Dallas,2024-11-15 00:00:00,2024-11-22 00:00:00,Resolved,Yes
EVTE1B557A8,Customer Escalation,Critical,Procurement,EMPE07C8F09,Dallas,2024-11-19 00:00:00,,Pending,No
EVTEE46618A,Purchase Request,Normal,Quality,EMPA184B697,Phoenix,2024-09-25 00:00:00,,Pending,No
EVTA7999D97,Employee Injury,Critical,Finance,EMPC4693A40,San Jose,2024-04-28 00:00:00,2024-04-30 00:00:00,Resolved,No
EVTD6FB701B,Equipment Failure,Critical,Marketing,EMP8DD214EB,San Antonio,2024-06-16 00:00:00,,Pending,No
EVT2E1245A6,Machine Breakdown,Critical,Marketing,EMP8AC38F27,New York,2024-03-20 00:00:00,2024-03-22 00:00:00,Resolved,No
EVTDFC07F96,Employee Injury,Critical,Logistics,EMP91B52AC2,New York,2024-08-06 00:00:00,,Pending,No
EVT3176AE10,Compliance Issue,Critical,Marketing,EMP25A0E6E1,Austin,2024-08-06 00:00:00,2024-08-09 00:00:00,Resolved,Yes
EVT31B9955E,Equipment Failure,Critical,HR,EMP7D8BE1F1,San Diego,2024-10-27 00:00:00,2024-10-28 00:00:00,Resolved,Yes
EVT1FA800A2,Machine Breakdown,Normal,Marketing,EMP0138532A,Chicago,2024-06-15 00:00:00,2024-06-29 00:00:00,Resolved,No
EVT93332B82,Inventory Shortage,Warning,Quality,EMPD3942255,New York,2024-08-25 00:00:00,,Pending,No
EVTFA9F009C,Employee Injury,Warning,Manufacturing,EMP02A0F257,Dallas,2024-05-08 00:00:00,,Pending,Yes
EVT6CA5E5A4,Compliance Issue,Normal,Procurement,EMP07689E56,Phoenix,2024-06-06 00:00:00,,Pending,Yes
EVT5F83D861,Vendor Delay,Warning,Marketing,EMPAF4B1148,Jacksonville,2024-12-14 00:00:00,,Pending,Yes
EVT06C76322,Customer Escalation,Normal,HR,EMP5B028FB2,Los Angeles,2024-10-06 00:00:00,2024-10-18 00:00:00,Resolved,No
EVT954B5DA8,Vendor Delay,Critical,Manufacturing,EMP901C75C7,Chicago,2024-06-01 00:00:00,2024-06-04 00:00:00,Resolved,No
EVTE36333BF,Equipment Failure,Warning,IT,EMPF0AE267D,New York,2024-11-12 00:00:00,2024-11-18 00:00:00,Resolved,Yes
EVT2A28E8CF,Power Outage,Warning,IT,EMP6194A3FA,Phoenix,2024-02-02 00:00:00,2024-02-07 00:00:00,Resolved,No
EVT757BD0A2,Vendor Delay,Normal,Finance,EMPA5B458DC,Phoenix,2024-07-25 00:00:00,2024-08-01 00:00:00,Resolved,No
EVTC849F99D,Compliance Issue,Warning,Marketing,EMP77D316E9,Los Angeles,2024-01-07 00:00:00,2024-01-12 00:00:00,Resolved,No
EVT2C17641F,Power Outage,Warning,Procurement,EMPA96AA19F,New York,2024-10-13 00:00:00,2024-10-17 00:00:00,Resolved,No
EVT4F77F396,Power Outage,Critical,Procurement,EMP55440DE2,Chicago,2024-02-08 00:00:00,,Pending,No
EVT28D370AA,Vendor Delay,Critical,Procurement,EMPD53F09B8,Houston,2024-10-01 00:00:00,2024-10-03 00:00:00,Resolved,No
EVT293E3F45,Equipment Failure,Warning,Quality,EMP282607FE,Jacksonville,2024-11-29 00:00:00,,Pending,No
EVTBB2AB39A,Power Outage,Critical,Sales,EMPEF0FF3C0,Phoenix,2024-06-06 00:00:00,2024-06-08 00:00:00,Resolved,Yes
EVTB496A0EB,Customer Escalation,Warning,HR,EMPDC994123,Los Angeles,2024-04-16 00:00:00,,Pending,No
EVT81891BEA,Power Outage,Critical,Procurement,EMP265C9D11,San Diego,2024-10-20 00:00:00,2024-10-23 00:00:00,Resolved,No
EVT261AB63B,Power Outage,Critical,Logistics,EMP2191A56B,Phoenix,2024-10-28 00:00:00,2024-10-29 00:00:00,Resolved,Yes
EVTAB34E6D9,Power Outage,Warning,HR,EMP35B091CA,Austin,2024-10-19 00:00:00,2024-10-26 00:00:00,Escalated,No
EVTC1795951,Power Outage,Warning,Logistics,EMP8EA45447,Houston,2024-08-03 00:00:00,2024-08-10 00:00:00,Resolved,Yes
EVTD9C27918,Purchase Request,Normal,Marketing,EMPD5CF9D04,New York,2024-11-09 00:00:00,2024-11-24 00:00:00,Resolved,No
EVT65A6D3B2,Vendor Delay,Warning,HR,EMP58A3AC64,Phoenix,2024-05-07 00:00:00,2024-05-11 00:00:00,Resolved,Yes
EVT23800214,Equipment Failure,Critical,HR,EMP4ED43887,Austin,2024-05-23 00:00:00,,Pending,No
EVT93649D7D,Machine Breakdown,Warning,Manufacturing,EMP3E68F466,San Diego,2024-07-14 00:00:00,2024-07-18 00:00:00,Escalated,No
EVT72217786,Customer Escalation,Normal,IT,EMP30591F70,Chicago,2024-07-27 00:00:00,2024-08-04 00:00:00,Resolved,No
EVT08317028,Vendor Delay,Critical,Manufacturing,EMPD3933011,Austin,2024-09-08 00:00:00,,Pending,Yes
EVTA80E4C24,Cyber Alert,Critical,Quality,EMP51497E07,Jacksonville,2024-08-21 00:00:00,,Pending,No
EVTA2F954E4,Equipment Failure,Critical,Manufacturing,EMPDB4A74A8,Jacksonville,2024-03-13 00:00:00,2024-03-16 00:00:00,Resolved,No
EVT4BFB27CE,Machine Breakdown,Normal,Finance,EMP54513B57,San Diego,2024-12-11 00:00:00,,Pending,No
EVT06CBAED0,Employee Injury,Critical,HR,EMP2FB501CA,Houston,2024-03-05 00:00:00,,Pending,Yes
EVTB607083D,Power Outage,Critical,Operations,EMP93031646,Los Angeles,2024-06-07 00:00:00,2024-06-09 00:00:00,Resolved,Yes
EVT465BC5B6,Equipment Failure,Critical,Finance,EMPDDC94EA0,Philadelphia,2024-06-15 00:00:00,2024-06-16 00:00:00,Escalated,Yes
EVT38143942,Cyber Alert,Critical,Operations,EMP4FF72020,San Diego,2024-06-25 00:00:00,,Pending,No
EVT52F2DA74,Power Outage,Critical,Operations,EMP320EB076,Austin,2024-08-19 00:00:00,,Pending,No
EVT31CB7ADF,Machine Breakdown,Critical,Sales,EMPA17BCF47,Chicago,2024-06-03 00:00:00,2024-06-04 00:00:00,Resolved,No
EVT26D87929,Equipment Failure,Critical,Operations,EMPEFE98CCE,Jacksonville,2024-02-16 00:00:00,2024-02-17 00:00:00,Resolved,Yes
EVT91F2B3BE,Compliance Issue,Critical,Finance,EMP69885049,Los Angeles,2024-11-13 00:00:00,2024-11-14 00:00:00,Resolved,No
EVT62B23C92,Machine Breakdown,Normal,Logistics,EMP2628461A,Chicago,2024-11-30 00:00:00,,Pending,No
EVT9EE4657A,Employee Injury,Critical,Procurement,EMPC7F89DF0,New York,2024-05-16 00:00:00,2024-05-18 00:00:00,Resolved,No
EVTF8EE85F5,Purchase Request,Critical,Manufacturing,EMPD4A22CED,San Diego,2024-01-01 00:00:00,2024-01-02 00:00:00,Resolved,Yes
EVT08AC1EF2,Compliance Issue,Warning,Marketing,EMPEC91D9A3,San Antonio,2024-03-10 00:00:00,,Pending,No
EVT5C45EE6D,Vendor Delay,Normal,Marketing,EMP48B3D804,San Diego,2024-07-11 00:00:00,2024-07-25 00:00:00,Escalated,Yes
EVT2150F0FF,Cyber Alert,Normal,Procurement,EMPC3806D25,San Jose,2024-07-01 00:00:00,2024-07-11 00:00:00,Resolved,No
EVT5CBD5E05,Machine Breakdown,Critical,Marketing,EMPE0BBBE6E,San Antonio,2024-11-04 00:00:00,,Pending,No
EVTA357774E,Equipment Failure,Warning,IT,EMPEB0BC1EB,Dallas,2024-11-24 00:00:00,2024-11-28 00:00:00,Resolved,Yes
EVTC8881C26,Vendor Delay,Warning,Marketing,EMPBD40FECB,Philadelphia,2024-12-14 00:00:00,2024-12-18 00:00:00,Resolved,No
EVT0CB209E6,Customer Escalation,Warning,Procurement,EMPCDE19E06,Houston,2024-02-18 00:00:00,2024-02-24 00:00:00,Resolved,No
EVT8168A16D,Customer Escalation,Normal,Manufacturing,EMP36BD1D89,San Jose,2024-04-15 00:00:00,2024-04-22 00:00:00,Resolved,No
EVT20D46F6A,Machine Breakdown,Normal,Procurement,EMP0C0FD5AC,Houston,2024-09-13 00:00:00,2024-09-26 00:00:00,Resolved,Yes
EVTD91EF9C2,Inventory Shortage,Warning,Operations,EMP53611C3B,San Antonio,2024-01-24 00:00:00,2024-01-30 00:00:00,Resolved,No
EVT196C1CCE,Power Outage,Warning,Procurement,EMPF4F1D532,Dallas,2024-07-18 00:00:00,2024-07-24 00:00:00,Resolved,No
EVT953080C8,Machine Breakdown,Warning,Procurement,EMP31EF43BE,San Jose,2024-10-11 00:00:00,2024-10-18 00:00:00,Resolved,Yes
EVTDF9678C1,Vendor Delay,Warning,Procurement,EMPED901519,Houston,2024-07-25 00:00:00,2024-07-28 00:00:00,Resolved,Yes
EVT21A59B9A,Machine Breakdown,Warning,Quality,EMPF3008958,Houston,2024-06-28 00:00:00,2024-07-03 00:00:00,Resolved,No
EVT1D8126B8,Purchase Request,Normal,Sales,EMP3C98D1FD,New York,2024-09-10 00:00:00,2024-09-24 00:00:00,Resolved,No
EVT7F3526A9,Purchase Request,Normal,Marketing,EMP4700E817,New York,2024-01-15 00:00:00,2024-01-29 00:00:00,Resolved,No
EVT57A46A69,Purchase Request,Normal,Manufacturing,EMPB3A0FE2F,Phoenix,2024-11-22 00:00:00,2024-12-01 00:00:00,Resolved,No
EVTEFF5E153,Machine Breakdown,Warning,Manufacturing,EMPD289D85A,San Antonio,2024-06-23 00:00:00,2024-06-30 00:00:00,Resolved,No
EVT928A87AA,Inventory Shortage,Normal,Manufacturing,EMP4EBFB1BE,Chicago,2024-08-17 00:00:00,2024-09-01 00:00:00,Resolved,No
EVTDBB1C613,Machine Breakdown,Normal,Quality,EMP881397BA,Jacksonville,2024-04-18 00:00:00,,Pending,Yes
EVT7391FF39,Customer Escalation,Normal,Sales,EMP5BF3CE76,Dallas,2024-06-14 00:00:00,2024-06-27 00:00:00,Resolved,No
EVTE68EDC07,Power Outage,Critical,Finance,EMP073EF7E9,Austin,2024-01-23 00:00:00,2024-01-25 00:00:00,Resolved,No
EVT28381107,Cyber Alert,Critical,Quality,EMP3D596B75,New York,2024-11-28 00:00:00,2024-11-30 00:00:00,Resolved,No
EVT059BE31F,Compliance Issue,Warning,Marketing,EMPCE6C8A93,Houston,2024-08-05 00:00:00,2024-08-09 00:00:00,Resolved,No
EVT075244D0,Equipment Failure,Critical,Logistics,EMP9FC85322,Dallas,2024-08-31 00:00:00,2024-09-03 00:00:00,Resolved,No
EVT66E55453,Customer Escalation,Normal,IT,EMPF9FF80BD,New York,2024-06-08 00:00:00,,Pending,No
EVT4263B0D9,Equipment Failure,Critical,Logistics,EMPC95DA77A,Philadelphia,2024-09-07 00:00:00,,Pending,No
EVTCB943B63,Inventory Shortage,Normal,Quality,EMP81258722,Austin,2024-08-22 00:00:00,2024-09-04 00:00:00,Resolved,No
EVT146C9FA8,Vendor Delay,Warning,IT,EMPB03BB407,San Antonio,2024-03-19 00:00:00,2024-03-22 00:00:00,Resolved,No
EVT9A25A3D8,Vendor Delay,Critical,Manufacturing,EMPFD80B5F8,Jacksonville,2024-06-23 00:00:00,2024-06-26 00:00:00,Resolved,No
EVT7B4EBA9F,Employee Injury,Critical,IT,EMPA93819AD,Philadelphia,2024-12-04 00:00:00,2024-12-07 00:00:00,Resolved,No
EVT001F0ADF,Customer Escalation,Warning,Finance,EMP0C2C8BB1,Austin,2024-02-25 00:00:00,2024-03-03 00:00:00,Resolved,Yes
EVTD179A7A2,Inventory Shortage,Critical,IT,EMPA6BF9317,Jacksonville,2024-02-05 00:00:00,,Pending,No
EVT304B84A9,Equipment Failure,Warning,Manufacturing,EMP893CA10A,Austin,2024-06-10 00:00:00,2024-06-14 00:00:00,Escalated,No
EVT2AD05CAF,Compliance Issue,Normal,Operations,EMP74D91E30,Philadelphia,2024-06-22 00:00:00,,Pending,Yes
EVT60698363,Purchase Request,Critical,Quality,EMP7F971732,Austin,2024-07-01 00:00:00,2024-07-03 00:00:00,Resolved,No
EVTA221D566,Vendor Delay,Critical,HR,EMPE45887B4,San Antonio,2024-05-02 00:00:00,2024-05-04 00:00:00,Resolved,No
EVT2459AEEC,Vendor Delay,Warning,Procurement,EMPFD36CD8B,Houston,2024-10-06 00:00:00,2024-10-11 00:00:00,Resolved,No
EVT017FCB16,Cyber Alert,Warning,IT,EMP3F97DB64,Philadelphia,2024-08-21 00:00:00,2024-08-27 00:00:00,Resolved,Yes
EVT1CF6CE74,Employee Injury,Critical,Marketing,EMPD0DF6581,Jacksonville,2024-05-17 00:00:00,2024-05-18 00:00:00,Resolved,Yes
EVTCB0F5F2F,Employee Injury,Critical,Quality,EMPEA2846FF,San Antonio,2024-09-15 00:00:00,2024-09-17 00:00:00,Resolved,No
EVTB8465B4B,Employee Injury,Warning,Marketing,EMPD48A8D98,Los Angeles,2024-05-28 00:00:00,2024-06-01 00:00:00,Resolved,Yes
EVTFD7C7641,Purchase Request,Normal,Sales,EMPB783416C,Austin,2024-04-06 00:00:00,2024-04-18 00:00:00,Resolved,No
EVT8BDF944B,Employee Injury,Warning,Finance,EMP8465C41B,Phoenix,2024-09-03 00:00:00,2024-09-08 00:00:00,Resolved,No
EVT1A72700F,Customer Escalation,Critical,Marketing,EMP265C9D11,Philadelphia,2024-01-20 00:00:00,2024-01-21 00:00:00,Escalated,No
EVTEDEBE248,Power Outage,Warning,Sales,EMP28483038,Los Angeles,2024-10-26 00:00:00,2024-11-01 00:00:00,Resolved,No
EVTAAD86D58,Power Outage,Critical,HR,EMP52A730E1,Jacksonville,2024-01-24 00:00:00,2024-01-27 00:00:00,Resolved,Yes
EVT6C1F4D8C,Customer Escalation,Normal,Logistics,EMP30FBE9F0,San Antonio,2024-08-24 00:00:00,2024-09-07 00:00:00,Resolved,No
EVT9F9706F7,Machine Breakdown,Warning,Manufacturing,EMP70FC0900,San Jose,2024-10-05 00:00:00,,Pending,No
EVT7B66AFF6,Purchase Request,Normal,IT,EMPB07CD961,Jacksonville,2024-03-03 00:00:00,2024-03-11 00:00:00,Resolved,No
EVTF17A8506,Inventory Shortage,Normal,Procurement,EMPF2D0520F,Los Angeles,2024-01-12 00:00:00,2024-01-20 00:00:00,Escalated,No
EVT473E9978,Machine Breakdown,Critical,Marketing,EMP0AA95417,Jacksonville,2024-03-14 00:00:00,2024-03-15 00:00:00,Resolved,No
EVTBB37AC86,Employee Injury,Warning,Operations,EMP5BB7C262,Jacksonville,2024-06-25 00:00:00,,Pending,No
EVT182300EE,Compliance Issue,Warning,Logistics,EMPBA69833F,Los Angeles,2024-09-02 00:00:00,2024-09-05 00:00:00,Resolved,No
EVTCE11337A,Power Outage,Critical,Quality,EMP6DBF78D5,Phoenix,2024-08-05 00:00:00,2024-08-06 00:00:00,Resolved,No
EVT47B19DE1,Customer Escalation,Warning,IT,EMPC6945BFC,Los Angeles,2024-12-09 00:00:00,2024-12-15 00:00:00,Resolved,No
EVTD154D5FB,Cyber Alert,Normal,Procurement,EMPF22651E0,New York,2024-03-28 00:00:00,2024-04-09 00:00:00,Resolved,No
EVT3F3F852E,Equipment Failure,Critical,Logistics,EMPD0A380E5,Philadelphia,2024-02-15 00:00:00,2024-02-17 00:00:00,Resolved,Yes
EVT16BFABAD,Power Outage,Warning,Procurement,EMPC41570D9,Phoenix,2024-10-10 00:00:00,,Pending,No
EVT288443C5,Power Outage,Critical,Finance,EMP1EC50A37,Austin,2024-10-14 00:00:00,,Pending,No
EVT5EFD13AB,Inventory Shortage,Normal,HR,EMP6F0A8F5A,San Diego,2024-02-14 00:00:00,,Pending,No
EVTC94506C5,Inventory Shortage,Critical,Quality,EMP30A6DB00,Philadelphia,2024-10-03 00:00:00,2024-10-04 00:00:00,Resolved,Yes
EVT691D1D1B,Equipment Failure,Normal,Marketing,EMPD52A3B86,Dallas,2024-01-27 00:00:00,2024-02-03 00:00:00,Resolved,Yes
EVTEF30579E,Cyber Alert,Critical,Logistics,EMPDDD56A63,San Diego,2024-12-06 00:00:00,2024-12-09 00:00:00,Resolved,No
EVTD1048F73,Cyber Alert,Critical,Manufacturing,EMP620F694B,San Diego,2024-03-10 00:00:00,2024-03-13 00:00:00,Resolved,No
EVT8D820505,Power Outage,Critical,Operations,EMPAA7C1DDB,Austin,2024-07-15 00:00:00,2024-07-18 00:00:00,Resolved,Yes
EVT8B34C78F,Cyber Alert,Critical,IT,EMP7F744F11,Houston,2024-07-01 00:00:00,2024-07-03 00:00:00,Resolved,Yes
EVTCA62CA06,Equipment Failure,Warning,HR,EMP3286B0CC,Dallas,2024-09-22 00:00:00,2024-09-29 00:00:00,Resolved,No
EVTA7CF56B8,Inventory Shortage,Warning,Quality,EMP6C9A5315,Dallas,2024-07-10 00:00:00,2024-07-14 00:00:00,Resolved,No
EVTC66B7DD9,Inventory Shortage,Warning,Quality,EMP8E486B92,San Antonio,2024-12-04 00:00:00,2024-12-11 00:00:00,Resolved,Yes
EVT36BFBD05,Equipment Failure,Critical,Finance,EMP6E374686,Dallas,2024-09-04 00:00:00,,Pending,Yes
EVT58DD4E2F,Vendor Delay,Warning,Operations,EMP4BE5CE87,New York,2024-04-04 00:00:00,2024-04-10 00:00:00,Resolved,No
EVTEFE3D3D7,Compliance Issue,Warning,HR,EMP6AEF65ED,Los Angeles,2024-02-22 00:00:00,2024-02-27 00:00:00,Resolved,No
EVT712CD62D,Vendor Delay,Critical,Marketing,EMPC3E2EC7B,Jacksonville,2024-02-10 00:00:00,2024-02-13 00:00:00,Resolved,Yes
EVT7D8A081C,Equipment Failure,Normal,Operations,EMP9F9CBC36,Austin,2024-12-15 00:00:00,2024-12-27 00:00:00,Resolved,No
EVTE223A519,Cyber Alert,Critical,Logistics,EMP6633AFA9,Dallas,2024-11-07 00:00:00,2024-11-08 00:00:00,Resolved,No
EVT7E6B3733,Purchase Request,Normal,Sales,EMPF1F95BCF,Phoenix,2024-09-08 00:00:00,2024-09-22 00:00:00,Resolved,Yes
EVT1182C2D7,Purchase Request,Warning,Quality,EMPF01228B6,San Jose,2024-02-25 00:00:00,2024-03-02 00:00:00,Resolved,Yes
EVT84215EBB,Machine Breakdown,Warning,HR,EMP837461FE,San Diego,2024-12-01 00:00:00,,Pending,No
EVTCC0ACC3B,Compliance Issue,Warning,IT,EMP545C4A95,San Diego,2024-12-23 00:00:00,,Pending,No
EVT0C12544F,Power Outage,Critical,Marketing,EMP15EA96E2,Phoenix,2024-02-20 00:00:00,2024-02-21 00:00:00,Resolved,No
EVTA35A6431,Compliance Issue,Critical,HR,EMPEF9BABB0,Philadelphia,2024-05-29 00:00:00,2024-05-31 00:00:00,Escalated,No
EVT06CC1F2D,Power Outage,Critical,Procurement,EMP1780AC7F,New York,2024-06-13 00:00:00,2024-06-15 00:00:00,Resolved,No
EVT10BF4A6B,Equipment Failure,Critical,Quality,EMP30577880,Houston,2024-11-15 00:00:00,2024-11-18 00:00:00,Resolved,No
EVT3134587B,Inventory Shortage,Critical,HR,EMP5F954C45,Los Angeles,2024-04-08 00:00:00,2024-04-11 00:00:00,Resolved,Yes
EVTB9582ABD,Compliance Issue,Warning,IT,EMP3D4DABFC,Phoenix,2024-11-04 00:00:00,,Pending,Yes
EVTB4F52E76,Cyber Alert,Critical,Quality,EMP6D9A9481,New York,2024-12-20 00:00:00,,Pending,Yes
EVTECC24DB1,Equipment Failure,Warning,Finance,EMP9217D0F2,Philadelphia,2024-03-17 00:00:00,2024-03-21 00:00:00,Resolved,Yes
EVTA3C83D88,Compliance Issue,Warning,IT,EMPDAA0E86A,Dallas,2024-10-11 00:00:00,2024-10-15 00:00:00,Resolved,Yes
EVTD63F7055,Purchase Request,Critical,HR,EMPEF115F3D,Austin,2024-01-07 00:00:00,2024-01-09 00:00:00,Resolved,Yes
EVT331CB103,Inventory Shortage,Warning,Operations,EMPBDCCFC3E,Austin,2024-07-15 00:00:00,2024-07-18 00:00:00,Resolved,Yes
EVTA2FC3C64,Power Outage,Critical,Marketing,EMP099C1ABA,Chicago,2024-12-30 00:00:00,,Pending,Yes
EVTFE62F8FA,Equipment Failure,Critical,Finance,EMP470D5117,San Antonio,2024-06-29 00:00:00,2024-07-02 00:00:00,Resolved,Yes
EVTECF752FD,Compliance Issue,Warning,Marketing,EMPC86F224D,San Diego,2024-08-01 00:00:00,2024-08-07 00:00:00,Resolved,Yes
EVTEC0B191A,Vendor Delay,Normal,Marketing,EMP41E84A3D,Phoenix,2024-10-09 00:00:00,2024-10-18 00:00:00,Resolved,Yes
EVT67F752A2,Employee Injury,Critical,Manufacturing,EMP2B044AB4,San Jose,2024-02-28 00:00:00,2024-03-01 00:00:00,Resolved,Yes
EVT9BF47091,Cyber Alert,Warning,IT,EMPB4469B08,Los Angeles,2024-06-03 00:00:00,,Pending,No
EVTE79FA6FD,Customer Escalation,Warning,Quality,EMPAD2F02AB,Houston,2024-10-11 00:00:00,,Pending,Yes
EVT603790A4,Compliance Issue,Normal,Quality,EMPFB1AC941,Los Angeles,2024-01-28 00:00:00,2024-02-12 00:00:00,Escalated,No
EVTE65930EA,Equipment Failure,Warning,IT,EMPD01EEF0B,Austin,2024-07-23 00:00:00,2024-07-30 00:00:00,Resolved,No
EVT5AF2996D,Compliance Issue,Warning,HR,EMPE0B40A17,Austin,2024-11-24 00:00:00,2024-11-30 00:00:00,Resolved,Yes
EVT6455BA6D,Power Outage,Critical,HR,EMP407875A9,San Jose,2024-08-17 00:00:00,2024-08-19 00:00:00,Resolved,Yes
EVTF679AC97,Cyber Alert,Critical,IT,EMPCC3D941C,Austin,2024-09-24 00:00:00,,Pending,No
EVT7903C6BE,Employee Injury,Critical,HR,EMPB9D27782,San Jose,2024-01-09 00:00:00,2024-01-11 00:00:00,Escalated,Yes
EVT751073A6,Vendor Delay,Warning,Quality,EMPC6AEBA27,Houston,2024-02-26 00:00:00,,Pending,No
EVTAB9459BE,Machine Breakdown,Warning,Operations,EMPB1A46586,Jacksonville,2024-05-10 00:00:00,2024-05-17 00:00:00,Resolved,No
EVT94C64511,Purchase Request,Normal,Procurement,EMP42B5925B,Austin,2024-09-21 00:00:00,2024-10-05 00:00:00,Resolved,No
EVT77FD2FB9,Compliance Issue,Warning,IT,EMPE9608DA5,Dallas,2024-08-05 00:00:00,,Pending,No
EVTFF3E5FCD,Customer Escalation,Warning,Marketing,EMP6ED8EF89,New York,2024-11-15 00:00:00,2024-11-18 00:00:00,Resolved,No
EVTC630D0F2,Power Outage,Warning,HR,EMPB86552E7,San Antonio,2024-09-23 00:00:00,,Pending,Yes
EVT80E8D350,Cyber Alert,Warning,Finance,EMP4FAFDEA0,Philadelphia,2024-11-01 00:00:00,2024-11-05 00:00:00,Resolved,No
EVT2825902B,Equipment Failure,Warning,Sales,EMP710805A2,Jacksonville,2024-01-19 00:00:00,2024-01-22 00:00:00,Resolved,No
EVTA3BC653B,Inventory Shortage,Normal,Quality,EMPBA93890D,San Jose,2024-06-23 00:00:00,,Pending,Yes
EVTFD0706C5,Purchase Request,Warning,Marketing,EMP3F26BF98,Los Angeles,2024-09-03 00:00:00,,Pending,Yes
EVTCD40936F,Customer Escalation,Warning,Marketing,EMP3BA94D4B,Austin,2024-07-20 00:00:00,2024-07-26 00:00:00,Resolved,No
EVT060EBAB7,Vendor Delay,Normal,Marketing,EMP0EA61F20,Dallas,2024-08-02 00:00:00,2024-08-16 00:00:00,Resolved,No
EVT5064FF1F,Equipment Failure,Critical,Finance,EMPD5F77E80,Austin,2024-03-21 00:00:00,2024-03-24 00:00:00,Resolved,No
EVT70D3380A,Employee Injury,Critical,Logistics,EMPD65B61A8,Dallas,2024-07-17 00:00:00,2024-07-20 00:00:00,Resolved,No
EVT13936B0C,Equipment Failure,Critical,Logistics,EMPE32077AC,Jacksonville,2024-09-23 00:00:00,2024-09-24 00:00:00,Resolved,No
EVT033B5956,Equipment Failure,Warning,Marketing,EMP7D70136C,Philadelphia,2024-11-04 00:00:00,2024-11-08 00:00:00,Resolved,No
EVTB0CD19E2,Vendor Delay,Normal,Quality,EMPE7C5F54A,San Diego,2024-12-31 00:00:00,2025-01-07 00:00:00,Resolved,Yes
EVT1B80E8A9,Inventory Shortage,Warning,Manufacturing,EMP10678738,Houston,2024-11-29 00:00:00,2024-12-03 00:00:00,Resolved,No
EVT4848E18C,Purchase Request,Warning,IT,EMP68CFA439,San Jose,2024-10-30 00:00:00,2024-11-03 00:00:00,Resolved,No
EVTE1E84363,Vendor Delay,Warning,Quality,EMP85FE6613,Austin,2024-10-17 00:00:00,2024-10-20 00:00:00,Resolved,Yes
EVTA8958DDB,Inventory Shortage,Normal,Sales,EMP721C2DE6,San Diego,2024-09-15 00:00:00,2024-09-25 00:00:00,Resolved,No
EVTA420472B,Cyber Alert,Critical,Sales,EMPF85B6A40,Los Angeles,2024-02-02 00:00:00,2024-02-03 00:00:00,Resolved,No
EVT95528261,Inventory Shortage,Warning,Sales,EMPB7C0D59F,Austin,2024-10-28 00:00:00,2024-11-01 00:00:00,Resolved,Yes
EVT2034DD6C,Purchase Request,Normal,HR,EMPA8D4F461,San Antonio,2024-11-08 00:00:00,2024-11-15 00:00:00,Resolved,Yes
EVT1DBC3D06,Compliance Issue,Normal,Operations,EMPED36C61F,San Antonio,2024-05-07 00:00:00,2024-05-15 00:00:00,Resolved,Yes
EVTC2F0227C,Employee Injury,Critical,Quality,EMP6F4B21BB,Los Angeles,2024-01-27 00:00:00,2024-01-29 00:00:00,Resolved,No
EVT500ABF7F,Employee Injury,Critical,Finance,EMP51F22471,Jacksonville,2024-10-02 00:00:00,2024-10-04 00:00:00,Resolved,Yes
EVTA5CA2A78,Compliance Issue,Normal,Operations,EMP919B96B0,San Diego,2024-06-09 00:00:00,2024-06-21 00:00:00,Resolved,No
EVTC53921F4,Inventory Shortage,Warning,Marketing,EMP5F6DEF8B,San Diego,2024-05-28 00:00:00,2024-06-04 00:00:00,Resolved,No
EVT59AFCB87,Power Outage,Critical,Sales,EMP6E33A125,Dallas,2024-07-15 00:00:00,2024-07-18 00:00:00,Resolved,No
